ID       | Город                          | Регион                        
1643     | Нурлат                         | Республика Татарстан          
7030     | Нурлаты                        | Республика Татарстан          
5440     | Нурма (Ленинградская область)  | Ленинградская область         
9328     | Ныда                           | Ямало-Ненецкий АО             
7098     | Нылга                          | Удмуртская Республика         
9260     | Ныроб                          | Пермский край                 
1331     | Нытва                          | Пермский край                 
4331     | Нюксеница                      | Вологодская область           
1181     | Нюрба                          | Республика Саха (Якутия)      
7009     | Нюрдор-Котья                   | Удмуртская Республика         
6914     | Нюя                            | Республика Саха (Якутия)      
1376     | Нягань                         | Ханты-Мансийский АО - Югра    
1402     | Нязепетровск                   | Челябинская область           
9070     | Нялинское                      | Ханты-Мансийский АО - Югра    
1015     | Няндома                        | Архангельская область         
9058     | Обвинск                        | Пермский край                 
11505    | Обильное (Калмыкия)            | Республика Калмыкия           
3884     | Обильное (Ставропольский край) | Ставропольский край           
4540     | Обливская                      | Ростовская область            
1942     | Облучье                        | Еврейская АО                  
301      | Обнинск                        | Калужская область             
4141     | Обозерский                     | Архангельская область         
2751     | Оболенск (Московская область)  | Московская область            
1885     | Обоянь                         | Курская область               
5339     | Образцово-Травино              | Астраханская область          
9712     | Образцовый                     | Краснодарский край            
5307     | Образцы                        | Волгоградская область         
9038     | Обручевка                      | Челябинская область           
9079     | Обутковское                    | Курганская область            
11320    | Обуховка                       | Ростовская область            
5116     | Обухово (Московская область)   | Московская область            
8869     | Обуховское                     | Свердловская область          
10863    | Обшаровка                      | Самарская область             
8782     | Объединенный                   | Ростовская область            
6775     | Объячево                       | Республика Коми               
1211     | Обь                            | Новосибирская область         
9187     | Овгорт                         | Ямало-Ненецкий АО             
9340     | Оверята                        | Пермский край                 
7866     | Овечкино                       | Алтайский край                
9517     | Овощи                          | Ставропольский край           
5994     | Овощной (Ростовская область)   | Ростовская область            
5936     | Овстуг                         | Брянская область              
7528     | Овсянка                        | Амурская область              
8595     | Огарково                       | Вологодская область           
10524    | Огибное                        | Белгородская область          
9161     | Огневское                      | Челябинская область           
8132     | Огни                           | Алтайский край                
7427     | Огородтах                      | Республика Саха (Якутия)      
4719     | Одесское                       | Омская область                
2053     | Одинцово (Московская область)  | Московская область            
3057     | Одоев                          | Тульская область              
4878     | Оек                            | Иркутская область             
2030     | Ожерелье (Московская область)  | Московская область            
4925     | Озерки (Алтайский край)        | Алтайский край                
10336    | Озерки (Воронежская область)   | Воронежская область           
5710     | Озерки (Всеволожский район)    | Ленинградская область         
10866    | Озерки (Саратовская область)   | Саратовская область           
10132    | Озерки (Тамбовская область)    | Тамбовская область            
10753    | Озерки (Ульяновская область)   | Ульяновская область           
5237     | Озерновский                    | Камчатский край               
10657    | Озерное                        | Саратовская область           
4355     | Озерный                        | Смоленская область            
8565     | Озерный (Тверская область)     | Тверская область              
8245     | Озеро Белое (Московская область) | Московская область            
7795     | Озеро Карачи                   | Новосибирская область         
1032     | Озерск (Калининградская область) | Калининградская область       
1403     | Озерск (Челябинская область)   | Челябинская область           
2054     | Озеры (Московская область)     | Московская область            
2995     | Озинки                         | Саратовская область           
5695     | Ойсхара                        | Чеченская республика          
4720     | Оконешниково                   | Омская область                
7738     | Окский                         | Рязанская область             
4142     | Оксовский                      | Архангельская область         
7389     | Октемцы                        | Республика Саха (Якутия)      
8466     | Октябрь                        | Ярославская область           
1591     | Октябрьск                      | Самарская область             
8530     | Октябрьская (Владимирская область) | Владимирская область          
3285     | Октябрьская (Крыловский район,Краснодарский край) | Краснодарский край            
8038     | Октябрьский (Алтайский край)   | Алтайский край                
7496     | Октябрьский (Амурская область) | Амурская область              
2948     | Октябрьский (Архангельская область) | Архангельская область         
10592    | Октябрьский (Белгородская область) | Белгородская область          
8455     | Октябрьский (Владимирская область) | Владимирская область          
4587     | Октябрьский (Волгоградская область) | Волгоградская область         
10163    | Октябрьский (Воронежская область) | Воронежская область           
9596     | Октябрьский (Ейский район)     | Краснодарский край            
8612     | Октябрьский (Ивановская область) | Ивановская область            
4879     | Октябрьский (Иркутская область) | Иркутская область             
5239     | Октябрьский (Камчатский край)  | Камчатский край               
7700     | Октябрьский (Кировская область) | Кировская область             
6373     | Октябрьский (Красноармейский район, Краснодарский край) | Краснодарский край            
4769     | Октябрьский (Красноярский край) | Красноярский край             
9593     | Октябрьский (Курганинский район) | Краснодарский край            
9587     | Октябрьский (Ленинградский район) | Краснодарский край            
6143     | Октябрьский (Московская область) | Московская область            
2633     | Октябрьский (Московская область, Люберецкий район) | Московская область            
7627     | Октябрьский (Нижегородская область) | Нижегородская область         
6507     | Октябрьский (Новосибирская область) | Новосибирская область         
8859     | Октябрьский (Октябрьский район) | Волгоградская область         
9518     | Октябрьский (Павловский район) | Краснодарский край            
4633     | Октябрьский (Пермский край)    | Пермский край                 
10920    | Октябрьский (Радищевский район) | Ульяновская область           
1361     | Октябрьский (Республика Башкортостан) | Республика Башкортостан       
7158     | Октябрьский (Республика Татарстан) | Республика Татарстан          
8781     | Октябрьский (Ростовская область) | Ростовская область            
4480     | Октябрьский (Рязанская область) | Рязанская область             
5746     | Октябрьский (Сысертский городской округ) | Свердловская область          
4062     | Октябрьский (Тульская область) | Тульская область              
9294     | Октябрьский (Тюменская область) | Тюменская область             
7137     | Октябрьский (Удмуртская Республика) | Удмуртская Республика         
5283     | Октябрьский (Хабаровский край) | Хабаровский край              
8889     | Октябрьский (Челябинская область) | Челябинская область           
10899    | Октябрьский (Чердаклинский район) | Ульяновская область           
8500     | Октябрьский (Ярославская область) | Ярославская область           
11064    | Октябрьский Городок            | Саратовская область           
4277     | Октябрьское                    | Оренбургская область          
5652     | Октябрьское (Пригородный район) | Республика Северная Осетия-Алания
3928     | Октябрьское (Республика Крым)  | Республика Крым               
6806     | Октябрьское (Рязанская область) | Рязанская область             
3885     | Октябрьское (Ставропольский край) | Ставропольский край           
5013     | Октябрьское (Ханты-Мансийский АО) | Ханты-Мансийский АО - Югра    
5801     | Октябрьское (Челябинская область) | Челябинская область           
1055     | Окуловка                       | Новгородская область          
7757     | Окунево                        | Кемеровская область           
8941     | Окуневское                     | Курганская область            
5246     | Ола (Магаданская область)      | Магаданская область           
1182     | Олекминск                      | Республика Саха (Якутия)      
1071     | Оленегорск                     | Мурманская область            
7444     | Оленек                         | Республика Саха (Якутия)      
4378     | Оленино                        | Ивановская область            
6449     | Оленино (Тверская область)     | Тверская область              
6719     | Олива                          | Республика Крым               
5096     | Оловянная                      | Забайкальский край            
1084     | Олонец                         | Республика Карелия            
7394     | Олонки                         | Иркутская область             
10613    | Олымский                       | Курская область               
7570     | Ольга                          | Приморский край               
11164    | Ольгинка                       | Краснодарский край            
8070     | Ольгино                        | Омская область                
10708    | Ольгино (Самарская область)    | Самарская область             
9654     | Ольгино (Ставропольский край)  | Ставропольский край           
3989     | Ольгинская                     | Краснодарский край            
4541     | Ольгинская (Ростовская область) | Ростовская область            
9515     | Ольгинский                     | Краснодарский край            
5653     | Ольгинское (Северная Осетия)   | Республика Северная Осетия-Алания
2663     | Ольховатка                     | Воронежская область           
4588     | Ольховка                       | Волгоградская область         
8705     | Ольховчик                      | Ростовская область            
8644     | Ольховый Рог                   | Ростовская область            
11189    | Ольхон                         | Иркутская область             
8657     | Оля                            | Астраханская область          
5376     | Ома (Ненецкий АО)              | Ненецкий АО                   
9212     | Ома (Ямало-Ненецкий АО)        | Ямало-Ненецкий АО             
7468     | Омолон                         | Чукотский АО                  
68       | Омск                           | Омская область                
5250     | Омсукчан                       | Магаданская область           
4986     | Омутинское                     | Тюменская область             
1672     | Омутнинск                      | Кировская область             
7476     | Омчак                          | Магаданская область           
4820     | Онгудай                        | Республика Алтай              
1016     | Онега                          | Архангельская область         
11419    | Ононское (Забайкальский край)  | Забайкальский край            
4987     | Онохино                        | Тюменская область             
4653     | Онохой                         | Республика Бурятия            
4459     | Опарино                        | Кировская область             
6801     | Опенки                         | Ростовская область            
8308     | Опеченский Посад               | Новгородская область          
8344     | Ополье                         | Ленинградская область         
1097     | Опочка                         | Псковская область             
10231    | Опыт                           | Воронежская область           
5180     | Оранжереи                      | Астраханская область          
5840     | Орда (Пермский край)           | Пермский край                 
7441     | Орджоникидзе (Красноярский край) | Красноярский край             
6606     | Орджоникидзе (Республика Крым) | Республика Крым               
5494     | Орджоникидзевский              | Карачаево-Черкесская Республика
3064     | Ордынское                      | Новосибирская область         
5637     | Ореанда                        | Республика Крым               
8205     | Орево (Московская область)     | Московская область            
5441     | Оредеж                         | Ленинградская область         
69       | Орел                           | Орловская область             
5537     | Орел-Изумруд (Краснодарский край) | Краснодарский край            
70       | Оренбург                       | Оренбургская область          
3211     | Орехов                         | Запорожская область           
7923     | Орехов Лог                     | Новосибирская область         
9540     | Ореховка                       | Ставропольский край           
6630     | Орехово                        | Республика Крым               
2058     | Орехово-Зуево (Московская область) | Московская область            
5442     | Оржицы                         | Ленинградская область         
3771     | Оричи                          | Кировская область             
7370     | Орлик                          | Республика Бурятия            
10111    | Орлик (Белгородская область)   | Белгородская область          
1673     | Орлов                          | Кировская область             
10806    | Орлов Гай                      | Саратовская область           
10539    | Орловка (Воронежская область)  | Воронежская область           
9636     | Орловка (Кировский район)      | Ставропольский край           
3886     | Орловка (Ставропольский край)  | Ставропольский край           
3813     | Орлово                         | Воронежская область           
2638     | Орловский                      | Ростовская область            
11420    | Орловский (Забайкальский край) | Забайкальский край            
7038     | Орловское                      | Удмуртская Республика         
5258     | Оротукан                       | Магаданская область           
1571     | Орск                           | Оренбургская область          
11421    | Ортуй (Забайкальский край)     | Забайкальский край            
4238     | Оршанка                        | Республика Марий Эл           
1332     | Оса                            | Пермский край                 
4880     | Оса (Иркутская область)        | Иркутская область             
8586     | Осановец                       | Ивановская область            
6683     | Осинки                         | Самарская область             
1241     | Осинники                       | Кемеровская область           
4080     | Осиновая Гора                  | Тульская область              
9023     | Осиновка                       | Республика Башкортостан       
4183     | Осиново                        | Республика Татарстан          
9188     | Осиновское                     | Курганская область            
7433     | Осиновый Мыс                   | Красноярский край             
8960     | Осинцево                       | Пермский край                 
8160     | Осколково                      | Алтайский край                
10573    | Оскольское                     | Белгородская область          
7887     | Осокино                        | Омская область                
5232     | Оссора                         | Камчатский край               
6668     | Останино                       | Республика Крым               
7641     | Останкино                      | Нижегородская область         
8608     | Остахово                       | Вологодская область           
8230     | Осташево (Московская область)  | Московская область            
1800     | Осташков                       | Тверская область              
1098     | Остров                         | Псковская область             
11229    | Остров (Ленинский район)       | Московская область            
7542     | Островное                      | Чукотский АО                  
7999     | Островное (Алтайский край)     | Алтайский край                
1072     | Островной                      | Мурманская область            
6812     | Островская                     | Волгоградская область         
4354     | Островское                     | Костромская область           
5983     | Островцы (Московская область)  | Московская область            
1853     | Острогожск                     | Воронежская область           
9127     | Острожка                       | Пермский край                 
9383     | Остроленский                   | Челябинская область           
5345     | Осыпной Бугор                  | Астраханская область          
11007    | Оськино                        | Ульяновская область           
8272     | Осьмино                        | Ленинградская область         
3887     | Отказное                       | Ставропольский край           
3954     | Отрадинское                    | Орловская область             
3286     | Отрадная                       | Краснодарский край            
11540    | Отрадное (Брянская область)    | Брянская область              
3814     | Отрадное (Воронежская область) | Воронежская область           
11279    | Отрадное (Городской округ Красногорск) | Московская область            
2006     | Отрадное (Ленинградская область) | Ленинградская область         
6584     | Отрадное (Республика Крым)     | Республика Крым               
1592     | Отрадный (Самарская область)   | Самарская область             
3990     | Отрадо-Кубанское               | Краснодарский край            
5538     | Отрадо-Ольгинское              | Краснодарский край            
8678     | Отрадовка                      | Ростовская область            
9026     | Оус                            | Свердловская область          
1968     | Оха                            | Сахалинская область           
1333     | Оханск                         | Пермский край                 
9047     | Охлебинино                     | Республика Башкортостан       
6109     | Охотск                         | Хабаровский край              
1334     | Очер                           | Пермский край                 
9085     | Ошиб                           | Пермский край                 
7608     | Ошминское                      | Нижегородская область         
9307     | Ошья                           | Пермский край                 
5747     | Павда                          | Свердловская область          
5897     | Павелец                        | Рязанская область             
4356     | Павино                         | Костромская область           
5147     | Павловка                       | Республика Башкортостан       
6075     | Павловка (Павловский район Ульяновской области) | Ульяновская область           
1696     | Павлово                        | Нижегородская область         
4926     | Павловск (Алтайский край)      | Алтайский край                
1854     | Павловск (Воронежская область) | Воронежская область           
2664     | Павловск (Ленинградская область) | Ленинградская область         
2639     | Павловская                     | Краснодарский край            
3734     | Павловская Слобода (Московская область) | Московская область            
9028     | Павловский                     | Пермский край                 
9471     | Павловский (Краснодарский край) | Краснодарский край            
2059     | Павловский Посад (Московская область) | Московская область            
6884     | Павловское (городской округ Домодедово, Московская область) | Московская область            
4721     | Павлоградка                    | Омская область                
5654     | Павлодольская                  | Республика Северная Осетия-Алания
8425     | Павы                           | Псковская область             
9343     | Падеринское                    | Курганская область            
10805    | Падовка                        | Самарская область             
9191     | Падун                          | Тюменская область             
11014    | Пады                           | Саратовская область           
8417     | Пажга                          | Республика Коми               
218      | Палана                         | Камчатский край               
5248     | Палатка (Магаданская область)  | Магаданская область           
6313     | Палех                          | Ивановская область            
8117     | Палецкое                       | Новосибирская область         
10883    | Палимовка                      | Оренбургская область          
4031     | Палкино (Псковская область)    | Псковская область             
1524     | Палласовка                     | Волгоградская область         
9281     | Паль                           | Пермский край                 
7345     | Памяти 13 Борцов               | Красноярский край             
9339     | Памятное                       | Курганская область            
6761     | Панаевск                       | Ямало-Ненецкий АО             
5029     | Пангоды                        | Ямало-Ненецкий АО             
7127     | Пандиково                      | Чувашская Республика          
3815     | Панино                         | Воронежская область           
10919    | Паницкая                       | Саратовская область           
4128     | Панковка                       | Новгородская область          
4927     | Панкрушиха                     | Алтайский край                
7794     | Паново                         | Алтайский край                
10223    | Пановы Кусты                   | Тамбовская область            
8473     | Панфилово (Владимирская область) | Владимирская область          
6379     | Панфилово (Волгоградская область) | Волгоградская область         
7830     | Панфилово (Кемеровская область) | Кемеровская область           
10929    | Панциревка                     | Ульяновская область           
6926     | Паньшино                       | Волгоградская область         
4682     | Парабель                       | Томская область               
8799     | Парамонов                      | Ростовская область            
4239     | Параньга                       | Республика Марий Эл           
5240     | Паратунка                      | Камчатский край               
4683     | Парбиг                         | Томская область               
3701     | Парголово                      | Ленинградская область         
10413    | Паревка                        | Тамбовская область            
9145     | Париж                          | Челябинская область           
6720     | Парковое (Республика Крым)     | Республика Крым               
3991     | Парковый                       | Краснодарский край            
7304     | Парная                         | Красноярский край             
8513     | Парское                        | Ивановская область            
6445     | Партенит                       | Республика Крым               
10128    | Партизан                       | Тульская область              
1956     | Партизанск                     | Приморский край               
4770     | Партизанское                   | Красноярский край             
7853     | Парфеново                      | Алтайский край                
4357     | Парфеньево                     | Костромская область           
4129     | Парфино                        | Новгородская область          
10498    | Паршиновка                     | Липецкая область              
7706     | Пасегово                       | Кировская область             
5748     | Патруши (Свердловская область) | Свердловская область          
8541     | Паустово                       | Владимирская область          
8049     | Паутовка                       | Омская область                
7885     | Паутово                        | Алтайский край                
7510     | Пахачи                         | Камчатский край               
10297    | Пахотный Угол                  | Тамбовская область            
6308     | Пачелма                        | Пензенская область            
5443     | Паша                           | Ленинградская область         
5841     | Пашия                          | Пермский край                 
8150     | Пашково                        | Кемеровская область           
8977     | Пашково (Курганская область)   | Курганская область            
10523    | Пашково (Липецкая область)     | Липецкая область              
10973    | Пашково (Пензенская область)   | Пензенская область            
1984     | Певек                          | Чукотский АО                  
7142     | Пектубаево                     | Республика Марий Эл           
11264    | Пекша                          | Владимирская область          
3888     | Пелагиада                      | Ставропольский край           
7443     | Пеледуй                        | Республика Саха (Якутия)      
4718     | Пелым                          | Свердловская область          
11174    | Пелым (Пермский край)          | Пермский край                 
71       | Пенза                          | Пензенская область            
6750     | Пеники                         | Ленинградская область         
8411     | Пенинга                        | Республика Карелия            
4379     | Пено                           | Тверская область              
9549     | Первая Синюха                  | Краснодарский край            
10543    | Перво-Эртиль                   | Воронежская область           
10571    | Первоавгустовский              | Курская область               
7717     | Первое Мая                     | Нижегородская область         
7168     | Первое Чурашево                | Чувашская Республика          
8026     | Первокаменка                   | Алтайский край                
10656    | Первокрасное                   | Оренбургская область          
7374     | Первомайск (Красноярский край) | Красноярский край             
1697     | Первомайск (Нижегородская область) | Нижегородская область         
10931    | Первомайск (Республика Мордовия) | Республика Мордовия           
7529     | Первомайск (Сахалинская область) | Сахалинская область           
10374    | Первомайский (Воронежская область) | Воронежская область           
5749     | Первомайский (Горноуральский городской округ) | Свердловская область          
9678     | Первомайский (Горячий Ключ)    | Краснодарский край            
5105     | Первомайский (Забайкальский край) | Забайкальский край            
4460     | Первомайский (Кировская область) | Кировская область             
5802     | Первомайский (Коркинский район) | Челябинская область           
6833     | Первомайский (Краснодарский край) | Краснодарский край            
9720     | Первомайский (Кущевский район) | Краснодарский край            
9473     | Первомайский (Ленинградский район) | Краснодарский край            
4278     | Первомайский (Оренбургская область) | Оренбургская область          
10786    | Первомайский (Оренбургский район) | Оренбургская область          
9599     | Первомайский (Республика Адыгея) | Республика Адыгея             
9297     | Первомайский (Республика Башкортостан) | Республика Башкортостан       
8414     | Первомайский (Республика Коми) | Республика Коми               
8342     | Первомайский (Смоленская область) | Смоленская область            
2804     | Первомайский (Тамбовская область) | Тамбовская область            
4081     | Первомайский (Тульская область) | Тульская область              
4928     | Первомайское (Алтайский край)  | Алтайский край                
7854     | Первомайское (Бийский район)   | Алтайский край                
10135    | Первомайское (Воронежская область) | Воронежская область           
5495     | Первомайское (Карачаево-Черкесия) | Карачаево-Черкесская Республика
5444     | Первомайское (Ленинградская область) | Ленинградская область         
10319    | Первомайское (Липецкая область) | Липецкая область              
6777     | Первомайское (Московская область) | Московская область            
9436     | Первомайское (Республика Башкортостан) | Республика Башкортостан       
2393     | Первомайское (Республика Крым) | Республика Крым               
7363     | Первомайское (Республика Хакасия) | Республика Хакасия            
8828     | Первомайское (Ростовская область) | Ростовская область            
10771    | Первомайское (Саратовская область) | Саратовская область           
5671     | Первомайское (Ставропольский край) | Ставропольский край           
10388    | Первомайское (Тамбовская область) | Тамбовская область            
4684     | Первомайское (Томская область) | Томская область               
5607     | Первомайское (Хасавюртовский район) | Республика Дагестан           
7089     | Первомайское (Чувашская Республика) | Чувашская Республика          
9470     | Первореченское                 | Краснодарский край            
1296     | Первоуральск                   | Свердловская область          
6721     | Перевальное                    | Республика Крым               
3386     | Перевальск                     | Луганская Народная Республика 
10832    | Перевесинка                    | Саратовская область           
1698     | Перевоз                        | Нижегородская область         
4279     | Переволоцкий                   | Оренбургская область          
8991     | Перегребное                    | Ханты-Мансийский АО - Югра    
4603     | Переделкино (Московская область) | Московская область            
3992     | Передовая (Краснодарский край) | Краснодарский край            
9584     | Передовой                      | Ставропольский край           
8721     | Перекопка                      | Волгоградская область         
8731     | Перелазовский                  | Волгоградская область         
10199    | Перелешино                     | Воронежская область           
10409    | Перелешинский                  | Воронежская область           
4598     | Перелюб                        | Саратовская область           
9211     | Перемское                      | Пермский край                 
3938     | Перемышль                      | Калужская область             
3993     | Переправная                    | Краснодарский край            
2068     | Пересвет (Московская область)  | Московская область            
